id,text,class
29328534,"Surgical reconstruction following the removal of large malignant auricular lesions is challenging. While many options for defect closure have been described, in the elderly population usually affected flap surgery, long anesthesia times, patient compliance, and anticoagulant therapy pose additional risks. An alternative quick, simple, and effective method of defect closure is therefore highly desirable. The objective of the present study was to assess the aesthetic outcome, healing process, complications, and recurrence rates associated with unmeshed split-thickness skin grafts (STSGs) used for covering large auricular skin defects following cartilage-sparing skin cancer removal. Under local tumescent anesthesia, 32 patients received STSGs for defect closure following the removal of malignant cutaneous neoplasms of the ear. The average defect size was 8.0?cm??. In all cases, complete healing of the recipient site occurred within two weeks. There were no major complications. The aesthetic outcome was rated highly by patients as well as by the dermatosurgeon involved and two independent plastic surgeons. STSGs are a valid option for closing large auricular skin defects. Even large cutaneous tumors of the external ear do not necessarily infiltrate the cartilage. Th",skin_neoplasms
29322827,"Hypofractionated radiotherapy in early stage breast cancer is an effective adjuvant treatment, but there is a lack of randomized data for patients with ductal carcinoma in situ (DCIS). The?aim of this study is the evaluation of skin toxicity and cosmesis, and early clinical outcome of DCIS patients enrolled in an institutional Phase II trial of hypofractionated breast irradiation. 137 DCIS patients were enrolled in the trial. All patients underwent volumetric modulated arc therapy (VMAT) to the whole breast with a total dose of 40.5 Gy in 15 fractions over 3 weeks, without tumour bed boost. Acute and late skin toxicities were recorded. Cosmetic outcomes were assessed as excellent/good or fair/poor. Early clinical outcome was reported. Median age was 58 y.o. (range 30-86). The median follow-up time was 22 months (range 6-45). At the end of the radiotherapy, skin toxicity was grade G1 in 56% of the patients, G2 in 15%, no patients presented G3 toxicity. In the range of 3-9 months of follow-up, the skin toxicity was G1 in 28% of patients, no G2-G3 cases; cosmetic outcome was good/excellent in 95% of patients. In the follow-up interval of 9-24 months, the skin toxicity was G1 in 12% of patients, no G2-G3 toxicity; cosmetic outcome was good/excellent in 96% of patients. After an early evaluation of clinical outcomes, 5 patients (3.6%) presented an in-breast?recurrence. Hypofractionated radiotherapy using VMAT is a viable option for DCIS. A longer follow-up is needed to assess clinical outcomes and late toxicity. Advances in knowledge: The use of hypofractionated VMAT is dosimetrically feasible for treating breast DCIS.",skin_neoplasms
29318693,"Furocoumarins (psoralens and angelicins) have been already used under ultraviolet A light (UVA) for the treatment of skin diseases and cutaneous T-cell lymphoma. Besides their high anti-proliferative activity, some severe long-term side effects have been observed, for example genotoxicity and mutagenicity, likely strictly related to the formation of crosslinks. It has been demonstrated that blue light (BL) activation of 8-methoxypsoralen, an FDA-approved drug, leads to less mutagenic monoadducts in the DNA. So far, in this work the less toxic and more penetrating BL is proposed to activate 4,6,4'-trimethylangelicin (TMA), an already known UVA photoactivatable compound. 2 of BL. Under BL-TMA, no mutagenic crosslinks, no photocleavage and neither photooxidative lesions were detected on isolated plasmid DNA. TMA showed high anti-proliferative activity on DU145 cells through induction of apoptosis. Besides ROS generation, the proapoptotic effect seemed to be related to activation of p38 and inhibition of p44/42 phosphorylation. Interestingly, the decrease in nuclear ??-catenin was coupled with a significant dropping of CD44-positive cells. Overall, our results indicate that TMA can be activated by BL and may be considered for targeted phototherapy of prostate cancer lesions.",skin_neoplasms
29310408,"Though giant malignant tumors arising in the eyelid are rare, they often require extensive surgery for removal along with orbital exenteration. Because of this, repairing orbital defects is an important factor in the surgical strategy. Case 1 was a 78-year-old nomad man who presented in the Department of Ophthalmology with a giant tumor in his right eyelid, which had developed over three years. Clinical examination revealed a huge pigmented, nonhealing ulcerated lesion, approximately 52??44??40?mm in size. Case 2 was a 52-year old rural male complaining of a huge tumor in the right eyelid. Patient medical history revealed that the mass was initially the size of a soybean and gradually grew over 3 years to the size of a fist. Histopathological examination of the tumors revealed that one was a basal cell carcinoma and the other a sebaceous gland carcinoma. The two cases of giant malignant eyelid tumors were surgically excised using rapid frozen section margin control. Different pedicle myocutaneous flaps were used to repair the orbital skin defects. Postoperative follow-up showed perfect healing of the pedicle flaps and good patient compliance. The results of these cases indicate that covering exposed orbital cavities with co",skin_neoplasms
29309822,"Diagnosis of fibrous tumors can be challenging and expensive due to the use of special stains. Determine the usefulness of fluorescence microscopy in the evaluation of elastic pattern on H&E stained slides. A total of 228 slides were evaluated by fluorescence microscopy for elastic tissue patterns and sensitivity and specificity determined for relevant comparisons. Fluorescence microscopy was found to be useful especially in the case of distinguishing dermatofibroma (DF) vs dermatofibrosarcoma protuberans (DFSP) and also dermatomyofibroma (DMF) vs other fibrous tumors. In some cases, excessive background staining made it difficult to interpret. Evaluation of elastic tissue patterns by fluorescence microscopy in fibrous tumors is a cheap and efficient means to further delineate these often challenging tumors.",skin_neoplasms
29304109,"Regorafenib has been demonstrated as effective in refractory metastatic colorectal cancer. Combination use with chemotherapy has not been reported. We examined the efficacy and safety of adding chemotherapy to Regorafenib for the treatment of metastatic colorectal cancer(mCRC) patients. We recruited mCRC patients at our institute who received either regorafenib monotherapy or regorafenib in combination with other chemotherapies. All patients had received chemo and target therapies and presented with disease progression before regorafenib treatment. The primary end point was overall survival. Between September1, 2015 and May 31, 2017, 100 mCRC patients at our institute received regorafenib treatment. 39 patients were excluded due to poor performance, lack of timely treatment, or inadequate clinical data. A total of 34 patients received regorafenib combined with other chemotherapies, and 27 patients received regorafenib alone. Median follow up time was 10.4 and 6.1 months, respectively. The primary end point of median OS was higher in the combination group than in the single use group (20.9m vs 10.3m, p = 0.015). The most frequent adverse events were hand-foot skin reactions(16[47.1%]vs 12[44.4%]), fatigue(6[17.6%] vs 7[25.9%]), gastrointestinal discomfort (7[20.6%] vs 6[22.2%]), neutropenia (4[11.8%] vs 1[3.7%]), diarrhea(4[11.8%] vs 1[3.7%]), and mucositis(5[14.7%] vs 1[3.7%]). The present study showed the efficacy and side effects of regorafenib combination treatment. Superiority in median OS and median PFS was noted in the combination group. The sampling difference between the study and observation groups effects justifies the comparison. Further clinical evidence of combination therapy efficacy is pending future studies.",skin_neoplasms
29290072,"Surgery is an essential component of a functional health system, with surgical conditions accounting for nearly 11-15% of world disability. While communicable diseases continue to burden low- and low-middle-income countries, non-communicable diseases, such as cancer, are an important cause of morbidity and mortality worldwide. Preliminary data on malignancies in low- and middle-income countries, specifically in Africa, suggest a higher mortality compared to other regions of the world, a difference partially explained by limited availability of screening and early detection systems as well as poorer access to treatment. To evaluate the diagnosed tumor burden in the Eastern Democratic Republic of Congo (DRC) and review literature on existing and suspected barriers to accessing appropriate oncologic care. This is a retrospective study carried out at Healthcare, Education, community Action, and Leadership development Africa, a 197-bed tertiary referral hospital, in the Province of North Kivu, along the eastern border of the DRC from 2012 to 2015. Patient charts were reviewed for diagnoses of presumed malignancy with biopsy results. A total of 252 cases of suspected cancer were reviewed during the study period; 39.7% were men. The average age of patients was 43?years. Amongst adult patients, the most common presenting condition involved breast lesions with 5.8% diagnosis of fibrocystic breast changes and 2.9% invasive ductal carcinoma of the breast. 37.3% of female patients had lesions involving the cervix or uterus. The most common diagnosis amongst male adults was prostate disease (16.7% of men). For pediatric patients, the most common diagnoses involved bone and/or cartilage (27.3%) followed by skin and soft tissue lesions (20.0%). All patients underwent surgical resection of lesions; some patients were advised to travel out of country for chemotherapy and radiation for which follow-up data are unavailable. Adequate and timely treatment of malignancy in the DRC faces a multitude of challenges. Access to surgical services for diagnosis and management as well as chemotherapeutic agents is prohibitively limited. Increased collaboration with local clinicians and remote specialist consultants is needed to deliver subspecialty care in resource-poor settings.",skin_neoplasms
29277811,"Nevoid basal cell carcinoma syndrome (NBCCS) is an autosomal dominantly inherited disorder characterized by multiple basal cell carcinomas (BCC), odontogenic tumors and various skeletal anomalies. Basaloid follicular hamartomas (BFHs) constitute rare neoplasms that can be detected in sporadic and familial settings as in the Basaloid Follicular Hamartoma Syndrome (BFHS). Although BFHS shares clinical, histopathological and genetic overlapping with the NBCCS, they are still considered two distinctive entities. The aim of our single-institution study was the analysis of a cohort of PTCH1-mutated patients in order to define clinical and biomolecular relationship between NBCCS and BFHs. In our study we evaluated PTCH1 gene-carrier probands affected by NBCCS to detect the incidence of BFHs and their correlation with this rare syndrome. Among probands we recognized 4 patients with BFHs. We found 15 germline PTCH1 mutations, uniformly distributed across the PTCH1 gene. Six of them had familial history of NBCCS, two of them were novel and have not been described previously. NBCCS and BFHS may be the same genetic entity and not two distinctive syndromes. The inclusion of BFH in the NBCCS cutaneous tumor spectrum might be useful for the recognition of misdiagnosed NBCCS cases that could benefit from tailored surveillance strategies.",skin_neoplasms
29277763,"+ M2 macrophages, we hypothesized that tumor-associated macrophages (TAMs) in adenocarcinomas such as PCAC might also express RANKL and MMP7. We employed immunohistochemical staining of RANKL and MMP7 in the lesional skin from five patients with PCAC, and",skin_neoplasms
29272850,"Ultraviolet radiation (UVR)-induced skin cancers varies among organ transplant recipients (OTRs). To improve individual risk assessment of skin cancer, objectively quantified skin photodamage is needed. We measured personal UVR-exposure dose in OTRs and assessed the relation between individual UVR exposure, skin cancer and objectively measured photodamage in terms of skin autofluorescence, pigmentation, and black light-evaluated solar lentigines. Danish OTRs with (n=15) and without a history of skin cancer (n=15) kept sun diaries from May to September and wore personal dosimeters recording time-stamped UVR doses in standard erythema doses (SED). Photodamage was quantified as skin autofluorescence with excitation at 370nm (F370) and 430nm (F430), skin pigmentation (pigment protection factor, PPF), and black light-evaluated solar lentigines. shoulder was additionally related to patient age (p=0.09) and black light-evaluated solar lentigines (p=0.04). F370 autofluorescence indicates objectively measured photodamage and may be used for individual risk assessment of skin cancer development in OTRs.",skin_neoplasms
29266656,"Pyogenic granuloma (PG) is a common, acquired, benign vascular neoplasm of the skin and mucous membranes. It occurs most often in children and adolescents. First-line treatment options for PG are based on destructive approaches. Pain, permanent scarring, and pigmentation are potential complications of these therapies. This single-arm, open-label, prospective study evaluated the efficacy of topical propranolol for treatment of PGs in children. All patients clinically diagnosed with cutaneous PG consecutively at the Dermatology Pediatric Outpatient Service of the University of Bologna from January 2010 to December 2010 received a compounded formulation of propranolol ointment 1%. We found propranolol ointment to be effective in consecutive patients; 59.0% completely regressed in a mean of 66 days, 18.2% remained stable, and 22.7% did not respond. No side effects (eg, skin irritation, allergy, bleeding) were observed. Topical propranolol ointment 1% with occlusion appears to be an effective treatment for PGs in children. Early treatment was associated with a more favorable outcome.",skin_neoplasms
29248129,"The aim of this study was to investigate the frequency and distribution of cancer cases in a defined time period in Somalia. A total of 403 cancer cases were diagnosed between January 01, 2016 and March 01, 2017 in the Department of Pathology at the Somalia Mogadishu-Turkey Education and Research Hospital or the Department of Oncology at Uniso Hospital, Somalia University. Data on cancer type, patient age, and gender were obtained from pathology reports and hospital records. Female patients totaled 49.6% (n = 200) and 50.4% of patients were male (n = 203). The youngest patient was 18 years of age, the oldest was 97, and the average age was 53.4 years. The 10 most common types of cancer were esophageal (n = 130, 32.3%), non-Hodgkin lymphoma (n = 35, 8.7%), liver (n = 26, 6.5%), breast (n = 24, 6.0%), skin (n = 17, 4.2%), thyroid (n = 13, 3.2%), brain (n = 12, 3.0%), bone (n = 11, 2.7%), colorectal (n = 11, 2.7%), and soft tissue (n = 11, 2.7%). The most common site of cancer in both males and females was the esophagus. These results show a high incidence of esophageal cancer in Somalia, and strongly suggest that environmental risk factors and nutritional habits have a strong impact in this population. Serious and extensive research on the etiology of esophageal cancer is required.",skin_neoplasms
29245305,"Amelanotic malignant melanoma (AMM) is a rare subtype of malignant melanoma (MM) that manifests atypically and is easily misdiagnosed or missed altogether. The keloid type of AMM has rarely been reported. Herein, we provide information to improve the clinical diagnosis of AMM types and raise awareness to ensure early diagnosis and timely treatment. A 20-year old woman presented with a mass on her left shoulder of 1 year's duration that had been treated surgically. The lesion recurred 1 month before the present case, along with lymph node enlargement on the left supraclavicular fossa. Histopathology and immunohistochemistry findings suggested AMM. The original tumor recurred 1 month later after chemotherapy, and an extended resection and a second round of chemotherapy were performed. However, the patient exhibited suspected epileptic symptoms during chemotherapy and was required to return to the local hospital for treatment. No tumor recurrence occurred within a 6-month follow-up period. Early AMM diagnosis has a very significant effect on prognosis. For some persistent and growing proliferative lesions, obliterative treatments should be avoided before a definitive histopathological diagnosis has been made.",skin_neoplasms
29230130,"Periampullary neoplasms include carcinomas of the duodenum, ampulla of Vater, distal common bile duct, and pancreas. The aggressive course of these neoplasms is attributable to the delay in diagnosis, as patients have no symptoms until advanced stages of the disease. More than half of patients have distant metastasis at the time of diagnosis. The most frequent sites of metastasis are the liver, lymph nodes, peritoneum, lung, bone, kidney, and, rarely the skin. We report the case of a 45-year-old female patient with adenocarcinoma of the ampulla of Vater metastasizing to the right parietal skull with overlying cutaneous involvement 1 year after a Whipple procedure. Cutaneous and skull metastasis of periampullary neoplasms is unusual, but early recognition of such metastatic disease is important because it indicates a poor prognosis for the patient.",skin_neoplasms
29228470,"Variability in melanoma management has prompted concerns about equitable and timely treatment. We investigated patterns of melanoma diagnosis and treatment using population-level data. Patients with invasive cutaneous melanoma were identified retrospectively from the Ontario Cancer Registry (2003-2012) and deterministically linked with administrative databases to identify incidence, disease characteristics, geographic origin, and multimodal treatment within a year of diagnosis. Melanoma treatment was categorized as inadequate or adequate based on multidisciplinary clinical algorithms. Multivariable logistic regression was used to model factors associated with treatment adequacy. From 2003 to 2012, 22?918 patients with invasive melanoma were identified with annual age/sex standardized incidence rates of 11.7-14.3/100?000 for females and 13.4-15.9/100?000 for males. Melanoma occurred at median age of 62 and primarily on extremities (43.9%). Within 1 year after diagnosis, 86.7% of patients received surgery as primary therapy. A total of 2312 (10.6%) patients received inadequate or no treatment after diagnosis. Receiving adequate treatment was associated with consultation with dermatology (OR 1.92, CI 1.71-2.14), plastic surgery (OR 4.80, CI 4.32-5.34), or general surgery (OR 2.15, CI 1.94-2.38). Significant variation exists in melanoma management and nearly one in nine patients is inadequately treated. Referral to sub-specialized providers is critical for ensuring appropriate care.",skin_neoplasms
29214516,"Stereotactic navigation could improve the quality of surgery for rectal cancer. Critical challenges related to soft tissue stereotactic pelvic navigation include the potential difference in patient anatomy between intraoperative lithotomy and preoperative supine position for imaging. The objective of this study was to determine the difference in patient anatomy, sacral tilt, and skin fiducial position between these different patient positions and to investigate the feasibility and optimal set-up for stereotactic pelvic navigation. Four consecutive human anatomical specimens were submitted to repeated CT-scans in a supine and several degrees of lithotomy position. Patient anatomy, sacral tilt, and skin fiducial position were compared by means of an image computing platform. In two specimens, a 10-degree wedge was introduced to reduce the natural tilt of the sacrum during the shift from supine to lithotomy position. A simulation of laparoscopic and transanal surgical procedures was performed to assess the accuracy of the stereotactic navigation. An up-to-supracentimetric change in patient anatomy was noted between different patient positions. This observation was minimized through the application of a wedge. When switching from supine to another position, sacral retroversion occurred independent of the use of a wedge. There was considerable skin fiducial motion between different positions. Accurate stereotactic navigation was obtained with the least registration error (1.9?mm) when the position of the anatomical specimen was registered in a supine position with straight legs, without pneumoperitoneum, using a conventional CT-scan with an identical specimen positioning. The change in patient anatomy is small during the sacral tilt induced by positional changes when using a 10-degree wedge, allowing for an accurate stereotactic surgical navigation. This opens up new promising opportunities to increase the quality of surgery for rectal cancer cases where it is difficult or impossible to identify and dissect along the anatomical planes.",skin_neoplasms
29198817,"Basal cell carcinomas (BCCs) excised leaving positive tumour margins, are at a higher risk of recurrence. Accordingly, complete tumour removal with preservation of healthy tissue, aiming for low recurrence rates, is the main goal in treating BCCs. The present study aimed to identify the reliability of the Whole Specimen Intraoperative Frozen Section Analysis (WIFSA) technique by comparing intraoperative WIFSA and postoperative Formalin-Fixed Paraffin-Embedded section analysis (FFPE) results in 1082 basal cell carcinomas and by assessing the recurrence rates during a follow-up period up to 10 years. A single-centre retrospective cohort of all patients with BCC of the face receiving surgical excision with the WIFSA method between January 2007 and December 2013 was evaluated. We compared the intraoperative frozen section results with postoperative FFPE in order to assess accuracy of the WIFSA. Recurrence rates were assessed among all BCCs with a tumour-free margin at final excision that had a minimum follow-up of 6 months. A total of 996 patients with 1082 BCCs were treated with the WIFSA. Overall agreement of WIFSA with conventional postoperative FFPE was 98??8%, sensitivity and specificity being 99??0% ",skin_neoplasms
29194673,Indications for sentinel lymph node (SLN) biopsy in patients with thin melanoma (??1?mm thick) are controversial. We asked whether deep margin (DM) positivity at initial biopsy of thin melanoma is associated with SLN positivity. Cases were identified using prospectively maintained databases at two melanoma centers. Patients who had undergone SLN biopsy for melanoma ??1?m,skin_neoplasms
29187493,"The mutational status of stage III and IV melanomas should be recognized in order to allow for targeted therapies. The aim of our study was the characterization of BRAF, NRAS and C-KIT melanoma patients, in order to define their optimal management. Between 1991 and 2015, 63 mutated melanoma patients were treated and monitored during their diagnostic and therapeutic management at a single institution. BRAF-mutated melanoma patients were the most common, representing 70% of the study population, while NRAS- and C-KIT-mutated melanoma represented 19% and 11% respectively. BRAF-mutated melanomas were mostly located at sites of intermittent sun exposure, and were associated with higher Breslow thickness and an increased number of mitosis. NRAS mutated melanoma were mainly observed in chronic sun-damaged areas and had a negative prognostic value, with shorter time to progression and a high incidence of central nervous system involvement. C-KIT mutated melanoma were located at acral and mucosal sites. Overall survival observed in the three groups of patients revealed wide differences. BRAF, NRAS and C-KIT melanomas constitute distinct clinico-pathological entities. BRAF-mutated melanoma benefit from both anti-BRAF and anti-MEK targeted therapies while triple-negative melanomas could benefit from novel anti-CTLA-4 and anti-PD-L1 immunotherapeutic approaches.",skin_neoplasms
29186940,"Melanoma malignum is a relatively rare neoplasm, among all skin neoplasms, but its related mortality is high. Diagnosis and removal of the lesion at an early stage are crucial for significant increase in chances of survival andis highly determined by patients awareness in terms of melanoma risk factors. The aim of the study was to determine the level of patients knowledge and awareness in terms of skin melanoma, its risk factors, health promoting behaviors, as well as learning about the sources of this knowledge. Study group included 142 patients from the Department of Dermatology at the University Hospital in Krak?w. Patients were divided into two groups: 88 people from the Videodermatoscopy Office (VDO), 53 people from other offices (OO). A questionnaire including 40 questions was used as a research tool for the studied group. It applied to data obtained from demographic data, determination of skin phototype according to Fitzpatrick scale, history of possible suspicious or removed skin lesions, awareness in terms of skin neoplasm prevention, patients knowledge about skin melanoma, and its source. Collected data were then subjected to statistical analysis. VDO patients provided more accurate answers to questions regarding melanoma, prognosis, risk factors, possible melanoma sites, and treatment. Melanoma was correctly described as a malignant neoplasm by 92% people from the VDO group, and 65% of the OO group, surgical melanoma removal as the correct method was indicated by 84% vs. 68% and excessive exposure to sunlight 88.2% vs. 74%, sunbathing without use of skin sunscreen lotions 92.1% vs. 84%, melanoma in the family 75% vs. 66%, use of tanning salons 80.3% vs. 66%, exposure to excessive sun effect during childhood 67.1% vs. 34%, previously removed melanoma 44.7% vs. 24%, use of tanning beds 80.3% vs. 66%, high number of nevi 68.4% vs. 38% as melanoma risk factors, features of alarming nevi (multiple colors 77.3% vs. 56.6%, growth over time 75% vs. 50.9%, irregular borders 72.7% vs. 45.3%, diameter >5 mm 72.7% vs. 45.3%, asymmetrical shape 61.4% ",skin_neoplasms
29182649,"Prostate cancer is the most commonly diagnosed non-skin cancer in men. Screening for prostate cancer is widely accepted; however concerns regarding the harms outweighing the benefits of screening exist. Although patient's play a pivotal role in the decision making process, men may not be aware of the controversies regarding prostate cancer screening. Therefore we aimed to describe men's attitudes, beliefs and experiences of prostate cancer screening. Systematic review and thematic synthesis of qualitative studies on men's perspectives of prostate cancer screening. Electronic databases and reference lists were searched to October 2016. Sixty studies involving 3,029 men aged from 18-89 years, who had been screened for prostate cancer by Prostate Specific Antigen (PSA) or Digital Rectal Examination (DRE) and not screened, across eight countries were included. Five themes were identified: Social prompting (trusting professional opinion, motivation from family and friends, proximity and prominence of cancer); gaining decisional confidence (overcoming fears, survival imperative, peace of mind, mental preparation, prioritising wellbeing); preserving masculinity (bodily invasion, losing sexuality, threatening manhood, medical avoidance); avoiding the unknown and uncertainties (taboo of cancer-related death, lacking tangible cause, physiological and symptomatic obscurity, ambiguity of the procedure, confusing controversies); and prohibitive costs. Men are willing to participate in prostate cancer screening to prevent cancer and gain reassurance about their health, particularly when supported or prompted by their social networks or healthcare providers. However, to do so they needed to mentally overcome fears of losing their masculinity and accept the intrusiveness of screening, the ambiguities about the necessity and the potential for substantial costs. Addressing the concerns and priorities of men may facilitate informed decisions about prostate cancer screening and improve patient satisfaction and outcomes.",skin_neoplasms
29180217,"The aim of this study was to analyze the differences in perioperative complications for pedicled island flaps in the reconstruction of extremities and to identify the factors contributing to pedicled island flap necrosis. Furthermore, the flap indications based on these outcomes are summarized. Based on the inclusion criteria, 228 skin flaps were included in this study. Univariate and multivariate analyses were used to identify the risk factors for pedicled island flap necrosis. Differences in perioperative complications between upper and lower extremities were analyzed using the chi-square test or Fisher's exact test. The average age of the patients was 38?years. The overall complication rate was 21.93%, including partial flap necrosis (10.09%) and total flap necrosis (5.70%). The overall complication rate and flap necrosis rate in upper extremity reconstruction were significantly lower than the rates in lower extremity reconstruction. Flap area and postoperative wound infection were statistically significant risk factors for pedicled island flap necrosis in extremity reconstruction. Preoperative contamination of the wound bed was a statistically significant risk factor for postoperative wound infection. The flap area and postoperative wound infection were both independent risk factors for pedicled island flap necrosis in extremity reconstruction. The causes contributing to the differences in perioperative complications between upper and lower extremities reconstruction included preoperative contamination of the wound bed, postoperative wound infection, and the flap area but were also related to anatomical factors of the skin flap. Pedicled island flaps are more suitable for small- and medium-sized soft tissue defects.",skin_neoplasms
29175677,"Despite advances in the treatment of colorectal cancer, third-line treatment options are still limited. Regorafenib was approved in 2012 for the treatment of patients with metastatic colorectal cancer previously treated with approved standard therapy. The purpose of this review is to present existing clinical data on regorafenib. We systematically searched the PubMed and Embase databases, as well as ASCO and ESMO conference abstracts, for studies in English including ??30 patients, evaluating the efficacy and safety of regorafenib in patients with metastatic colorectal cancer. A meta-analysis was conducted on the published, randomized phase III trials. 24 eligible studies were included. In two phase III trials, regorafenib significantly increased overall survival (OS), progression free survival (PFS), and disease control rate when compared to placebo. Survival benefits of 1.4 and 2.5 months were presented. The meta-analysis indicated a significant greater treatment effect on OS (hazard ratio 0.67) and PFS (hazard ratio 0.40), compared to placebo. The non-randomized studies mos",skin_neoplasms
29166932,"BRCA1-Associated-Protein 1 (BAP1) is a dynamic tumor suppressor which, when mutated, has been associated with an increased risk of uveal melanoma, cutaneous melanoma, mesothelioma, and several other cancers. Germline BAP1 mutations have been extensively studied, where they have been found to cause hereditary cancer susceptibility. However, their sporadic counterparts, tumors that display a loss of BAP1 expression due to somatically arising mutations in the BAP1 gene, remain a poorly described entity. Here we present the case of a 49-year-old female who presented with an asymptomatic dome-shaped pink papule on the dorsal foot which was found on biopsy to be deficient in the BAP1 tumor suppressor. While the patient's family history did not suggest the presence of a familial cancer syndrome, germline genetic testing was performed and was negative. The patient underwent surgical excision of this sporadically appearing ""BAPoma"" by Mohs surgery. Given the relatively banal clinical appearance of these dome-shaped neoplasms, sporadic BAPomas may often be overlooked by clinicians and dermatologists. In addition to providing a representative case, here we also provide a synopsis of the current understanding of these neoplasms, both in terms of the histopathological features, as well as the molecular mechanisms underlying BAP1 function and its ability to prevent tumorigenesis.",skin_neoplasms
29166499,"Immunosuppressive therapy, which is necessary to avoid graft rejection in renal transplant recipients, presents an increased risk of several pathologies, namely infectious and neoplastic. To identify the most frequent skin diseases and their clinical and demographical risk factors within a population of renal transplant recipients. A retrospective study of renal transplant recipients referred to dermatology visit and observed for the first time from January 2008 to December 2014. The study included 197 patients, 120 men (60,9%). Mean age was 50,7 years (??13,4). 12 patients (6,1%) had previous skin cancer. Infections were the most frequent reason of referral (93/197; 44%). From the total referred, 18,3% (36/197) presented pre-cancerous lesions. Malignancy was diagnosed in 36 patients (18,3%), with 29 non-melanoma skin cancers (14,7%) and 7 Kaposi sarcomas (3,6%). Ratio of basal cell carcinoma to squamous cell carcinoma was 1,1:1. Non-melanoma skin cancer was significantly associated with older age (p = 0,002), male gender (p = 0,028), history of previous skin cancer (",skin_neoplasms
29160213,"Cutaneous metastases represent 2% of all skin tumours. Their recognition can be challenging, as they may present with different clinical features, with consequent frequent delay and failure in diagnosis. To review our series of cutaneous metastatic lesions, analyse their frequency according to patient gender, histotype, localization of the primary tumour, and site of cutaneous metastasis, and correlate this data with clinicopathological parameters. We conducted a retrospective review of all cases of cutaneous metastases from visceral neoplasms diagnosed in our dermatopathology department from July 2003 to February 2017. We registered clinical, histological, and immunohistochemical data. Additional immunohistochemical staining panels were elaborated to confirm or identify the origin of the primary tumour, or at least to specify the histological subtype. We identified 45 histological diagnoses of cutaneous and mucocutaneous metastases. The primary tumour that was most likely to metastasize to the skin was breast cancer. Most cases of breast (89%) and lung cancer (86%) metastasized to the trunk. Of the lesions, 57.5% were nodules and 32.5% were plaques, more frequently multiple (64.4%). In 58% of cases, a metastasis was clinically suspected. Histological examination most frequently revealed an adenocarcinoma, sometimes suggestive of the site of origin. Cutaneous metastases should be primarily considered when discrete firm painless nodules emerge rapidly. Clinicians should carefully consider infiltrated lesions of the chest in women since scleroderma and erysipelas-like presentation can be a clue for undiagnosed breast cancer.",skin_neoplasms
29149740,"The phyllodes tumour of the breast comprises about 0.5% of all neoplasms of the breast. we present the case of a female patient (55 years old) suffering from giant phyllodes tumour (>10cm) of the left breast, who underwent Skin Reducing Mastectomy (SRM) and reconstruction with silicone breast implant (Bostwick Technique). In selected patients with large sized breasts (C-D cup) and poor surface area of skin involved, a valid technique in the treatment of this pathology is the Skin-Reducing Mastectomy and immediate reconstruction with implants (DTI=direct to implant).",skin_neoplasms
29145341,"Primary malignant melanoma of the gallbladder is an extremely rare tumor, with fewer than 40 cases reported in the literature worldwide. The majority of patients presented as a solitary lesion in the gallbladder. To our knowledge, only one case of primary malignant melanoma of the gallbladder with multiple metastases has been reported, which involved the stomach, duodenum, pancreas, jejunum and a mesenteric lymph node. We report a case of primary malignant melanoma of the gallbladder with metastases to the duodenal bulb, right adrenal and a celiac lymph node. Primary malignant melanoma of the gallbladder with multiple metastases. Gastrojejunostomy, cholecystectomy, and biopsy of the three metastatic lesions were performed. Histopathologic examination revealed melanin pigments were within the tumor cells of the four lesions, however, junctional activity was noted only in the gallbladder, supporting that the gallbladder was the primary site. No pigmented lesions were detected on the skin or eyes. The postoperative recovery was uneventful, and subsequently, chemotherapy with paclitaxel and carboplatin was administered. The patient survived for 16 months due to tumor. progression. The current case was unique due to the adrenal involvement. For patients with multiple metastases of malignant melanoma, gallbladder origin should be considered in the differential diagnosis from cutaneous origin.",skin_neoplasms
29145317,"Metastatic malignant cutaneous melanoma (MCM)-a highly immunogenic cancer-typically has a poor prognosis. Viscum album extracts (VAEs) have strong immune-stimulating, apoptogenic, and cytotoxic effects. A 66-year-old MCM patient with newly diagnosed lymph node metastases opted for sole VAE treatment. VAEs were initially applied subcutaneously, and then later in exceptionally high, fever-inducing doses, both intravenously and intralesionally. The metastases shrunk over the following months, and after 2 years, all lesions had completely remitted (regional and hilar lymph nodes). The patient has been tumor free for 3.5 years at the time of publication (and for 5 years since initiation of intensified VAE treatment). Besides fever and flu-like symptoms, no side effects occurred. We presume that VAE triggered an increased release of tumor-associated antigens, enhanced immunologic recognition, and increased immune response against the tumor tissue and induced tumor remission.",skin_neoplasms
29140870,"A significant number of patients undergoing Mohs micrographic surgery (MMS) for skin cancer are treated with oral anticoagulants. The incidence of postoperative complications associated with new classes of oral anticoagulants remains largely unknown. To determine the incidence of postoperative complications in patients undergoing MMS on both traditional oral anticoagulants and new novel oral anticoagulants. A single-center retrospective chart review was performed for all patients treated with oral anticoagulants who underwent MMS between July 1, 2012 and June 30, 2015 at University of California, San Diego. The data from this study demonstrated that patients treated with a novel oral anticoagulant at the time of MMS had a statistically significant greater risk for developing postoperative hemorrhagic complications compared to patients treated with traditional oral anticoagulants. Dermatologic surgeons should manage both traditional oral anticoagulants and novel oral anticoagulants in a similar manner. Future studies are warranted.",skin_neoplasms
